                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9434,                 3.7275,                 1.6626,                0.00642,                0.29651,                0.02883,                0.00879,                    nan,                    nan,                    nan,             0.00026672,             0.00026672,             0.00026672
                      2,                 1.7392,                 3.1355,                 1.4587,                0.00703,                0.31746,                 0.0611,                0.02433,                    nan,                    nan,                    nan,             0.00054466,             0.00054466,             0.00054466
                      3,                 1.7566,                  2.672,                 1.4574,                0.01366,                0.62482,                0.13148,                 0.0646,                    nan,                    nan,                    nan,               0.000817,               0.000817,               0.000817
                      4,                  1.713,                 2.3816,                 1.3705,                0.62462,                0.15234,                0.26874,                0.11518,                    nan,                    nan,                    nan,              0.0010837,              0.0010837,              0.0010837
                      5,                 1.7769,                 2.3714,                 1.4452,                0.36531,                  0.303,                0.28287,                 0.1218,                    nan,                    nan,                    nan,              0.0013448,              0.0013448,              0.0013448
                      6,                 1.7456,                 2.2418,                 1.4195,                 0.7056,                0.21057,                0.29289,                0.13745,                    nan,                    nan,                    nan,              0.0015845,              0.0015845,              0.0015845
                      7,                 1.7566,                 2.0618,                 1.3855,                0.36968,                0.28021,                0.26554,                0.09957,                    nan,                    nan,                    nan,              0.0015845,              0.0015845,              0.0015845
                      8,                 1.7354,                 1.9829,                 1.4461,                0.36968,                0.28021,                0.26554,                0.09957,                    nan,                    nan,                    nan,               0.001568,               0.001568,               0.001568
                      9,                 1.7688,                 2.1763,                 1.5209,                0.39921,                 0.2413,                0.23726,                   0.09,                    nan,                    nan,                    nan,              0.0015515,              0.0015515,              0.0015515
                     10,                 1.9045,                 2.4236,                 1.5898,                0.48038,                0.29449,                0.29186,                0.11151,                    nan,                    nan,                    nan,               0.001535,               0.001535,               0.001535
                     11,                 1.7728,                 2.0207,                  1.546,                0.54232,                0.38462,                0.41181,                0.17796,                    nan,                    nan,                    nan,              0.0015185,              0.0015185,              0.0015185
                     12,                 1.8731,                 2.1288,                 1.5289,                0.53298,                0.37837,                0.43179,                0.18729,                    nan,                    nan,                    nan,               0.001502,               0.001502,               0.001502
                     13,                 1.7047,                 1.9796,                 1.3984,                0.53559,                0.45588,                0.41708,                0.18904,                    nan,                    nan,                    nan,              0.0014855,              0.0014855,              0.0014855
                     14,                 1.8117,                 1.9453,                 1.5086,                0.53559,                0.45588,                0.41708,                0.18904,                    nan,                    nan,                    nan,               0.001469,               0.001469,               0.001469
                     15,                 1.7635,                 1.9655,                 1.4725,                0.55862,                0.41359,                0.37608,                0.16667,                    nan,                    nan,                    nan,              0.0014525,              0.0014525,              0.0014525
                     16,                 1.7315,                 1.9382,                  1.468,                0.49528,                0.47199,                0.37826,                0.17276,                    nan,                    nan,                    nan,               0.001436,               0.001436,               0.001436
                     17,                 1.7937,                  1.859,                 1.4328,                 0.4983,                0.47471,                0.39304,                0.16838,                    nan,                    nan,                    nan,              0.0014195,              0.0014195,              0.0014195
                     18,                 1.6746,                   1.77,                 1.3819,                0.58427,                0.43334,                0.47495,                0.22336,                    nan,                    nan,                    nan,              0.0014029,              0.0014029,              0.0014029
                     19,                 1.6324,                 1.6884,                 1.3484,                0.58427,                0.43334,                0.47495,                0.22336,                    nan,                    nan,                    nan,              0.0013864,              0.0013864,              0.0013864
                     20,                 1.6887,                 1.9697,                 1.4123,                0.58636,                0.48388,                0.49607,                0.22387,                    nan,                    nan,                    nan,              0.0013699,              0.0013699,              0.0013699
                     21,                 1.8283,                 2.1031,                 1.5836,                0.59424,                0.46691,                 0.5243,                0.24676,                    nan,                    nan,                    nan,              0.0013534,              0.0013534,              0.0013534
                     22,                 1.7122,                 1.7762,                 1.3998,                0.63394,                 0.5013,                0.55496,                0.27588,                    nan,                    nan,                    nan,              0.0013369,              0.0013369,              0.0013369
                     23,                  1.608,                 1.7175,                 1.4163,                0.67532,                0.52739,                0.56353,                0.26176,                    nan,                    nan,                    nan,              0.0013204,              0.0013204,              0.0013204
                     24,                 1.6275,                 1.7351,                 1.4326,                0.67532,                0.52739,                0.56353,                0.26176,                    nan,                    nan,                    nan,              0.0013039,              0.0013039,              0.0013039
                     25,                 1.7086,                   1.68,                 1.4385,                0.62949,                0.51984,                 0.5352,                0.24763,                    nan,                    nan,                    nan,              0.0012874,              0.0012874,              0.0012874
                     26,                 1.6909,                 1.7796,                  1.495,                0.66107,                0.46977,                0.52004,                0.23084,                    nan,                    nan,                    nan,              0.0012709,              0.0012709,              0.0012709
                     27,                 1.6818,                 1.7492,                 1.4923,                0.64482,                 0.4848,                0.52343,                0.24085,                    nan,                    nan,                    nan,              0.0012544,              0.0012544,              0.0012544
                     28,                 1.6272,                   1.66,                 1.3956,                0.62136,                0.56302,                0.58303,                0.28483,                    nan,                    nan,                    nan,              0.0012379,              0.0012379,              0.0012379
                     29,                 1.6403,                 1.5367,                 1.3833,                0.62136,                0.56302,                0.58303,                0.28483,                    nan,                    nan,                    nan,              0.0012214,              0.0012214,              0.0012214
                     30,                 1.6176,                 1.6184,                 1.4112,                0.64509,                0.51099,                0.57629,                0.27583,                    nan,                    nan,                    nan,              0.0012049,              0.0012049,              0.0012049
                     31,                 1.6832,                 1.7891,                 1.3908,                0.61169,                0.49104,                0.51784,                0.24726,                    nan,                    nan,                    nan,              0.0011884,              0.0011884,              0.0011884
                     32,                 1.6666,                 1.7114,                 1.3496,                0.62876,                0.48438,                0.49229,                0.22589,                    nan,                    nan,                    nan,              0.0011719,              0.0011719,              0.0011719
                     33,                 1.5776,                  1.767,                 1.3324,                0.71735,                0.51646,                  0.559,                0.25416,                    nan,                    nan,                    nan,              0.0011554,              0.0011554,              0.0011554
                     34,                 1.5846,                 1.5386,                  1.321,                0.71934,                0.52661,                0.56305,                0.27621,                    nan,                    nan,                    nan,              0.0011389,              0.0011389,              0.0011389
                     35,                 1.5223,                 1.4732,                 1.2855,                0.71934,                0.52661,                0.56305,                0.27621,                    nan,                    nan,                    nan,              0.0011224,              0.0011224,              0.0011224
                     36,                 1.6628,                 1.5398,                 1.3231,                0.64069,                0.52446,                0.52967,                0.26451,                    nan,                    nan,                    nan,              0.0011059,              0.0011059,              0.0011059
                     37,                 1.6633,                  1.536,                 1.3496,                0.65229,                0.51819,                0.51858,                0.25512,                    nan,                    nan,                    nan,              0.0010894,              0.0010894,              0.0010894
                     38,                 1.5372,                  1.547,                 1.3088,                0.69164,                0.52115,                0.55121,                0.27422,                    nan,                    nan,                    nan,              0.0010729,              0.0010729,              0.0010729
                     39,                 1.5672,                  1.586,                 1.3377,                0.69931,                0.53294,                0.57954,                0.28774,                    nan,                    nan,                    nan,              0.0010564,              0.0010564,              0.0010564
                     40,                 1.5454,                 1.4404,                 1.3165,                0.69931,                0.53294,                0.57954,                0.28774,                    nan,                    nan,                    nan,              0.0010399,              0.0010399,              0.0010399
                     41,                 1.4701,                 1.3965,                 1.3116,                0.72371,                0.53318,                0.62973,                0.30991,                    nan,                    nan,                    nan,              0.0010234,              0.0010234,              0.0010234
                     42,                  1.589,                 1.4951,                 1.2988,                0.73516,                0.59722,                0.66129,                0.32357,                    nan,                    nan,                    nan,              0.0010069,              0.0010069,              0.0010069
                     43,                  1.531,                 1.4662,                 1.3209,                0.67871,                0.60846,                 0.6622,                0.33793,                    nan,                    nan,                    nan,             0.00099036,             0.00099036,             0.00099036
                     44,                 1.5251,                 1.5025,                 1.3177,                0.72084,                0.62276,                0.67111,                0.34044,                    nan,                    nan,                    nan,             0.00097386,             0.00097386,             0.00097386
                     45,                 1.4853,                 1.3589,                 1.2962,                0.72084,                0.62276,                0.67111,                0.34044,                    nan,                    nan,                    nan,             0.00095736,             0.00095736,             0.00095736
                     46,                 1.5121,                 1.5548,                 1.3497,                0.73812,                 0.6307,                0.67375,                0.34479,                    nan,                    nan,                    nan,             0.00094085,             0.00094085,             0.00094085
                     47,                 1.4463,                 1.4284,                 1.2599,                0.80419,                0.57112,                0.67592,                0.34755,                    nan,                    nan,                    nan,             0.00092435,             0.00092435,             0.00092435
                     48,                 1.5408,                 1.4458,                 1.3106,                0.71187,                0.61413,                 0.6543,                0.34232,                    nan,                    nan,                    nan,             0.00090785,             0.00090785,             0.00090785
                     49,                 1.4127,                 1.3396,                 1.2727,                0.77253,                0.57529,                0.64423,                0.34261,                    nan,                    nan,                    nan,             0.00089134,             0.00089134,             0.00089134
                     50,                 1.4601,                 1.4019,                 1.3464,                0.77253,                0.57529,                0.64423,                0.34261,                    nan,                    nan,                    nan,             0.00087484,             0.00087484,             0.00087484
                     51,                 1.5381,                  1.428,                 1.3371,                0.67079,                0.61294,                0.62876,                0.32929,                    nan,                    nan,                    nan,             0.00085834,             0.00085834,             0.00085834
                     52,                 1.4185,                 1.3106,                 1.2465,                0.68873,                0.58727,                 0.6272,                0.32879,                    nan,                    nan,                    nan,             0.00084184,             0.00084184,             0.00084184
                     53,                 1.4914,                 1.2988,                 1.2693,                 0.7702,                0.54461,                0.64259,                0.35301,                    nan,                    nan,                    nan,             0.00082533,             0.00082533,             0.00082533
                     54,                 1.3836,                 1.3114,                 1.2574,                0.82414,                0.54085,                0.64737,                0.35453,                    nan,                    nan,                    nan,             0.00080883,             0.00080883,             0.00080883
                     55,                 1.4551,                 1.2187,                 1.2602,                0.81726,                0.57089,                0.67024,                0.36786,                    nan,                    nan,                    nan,             0.00079233,             0.00079233,             0.00079233
                     56,                  1.436,                 1.2572,                 1.2579,                0.81726,                0.57089,                0.67024,                0.36786,                    nan,                    nan,                    nan,             0.00077582,             0.00077582,             0.00077582
                     57,                 1.4284,                 1.3724,                 1.2572,                0.83452,                 0.5661,                0.67845,                0.37871,                    nan,                    nan,                    nan,             0.00075932,             0.00075932,             0.00075932
                     58,                 1.4042,                 1.2315,                 1.2402,                0.80318,                0.61636,                0.70031,                0.38901,                    nan,                    nan,                    nan,             0.00074282,             0.00074282,             0.00074282
                     59,                 1.3845,                 1.2047,                 1.2381,                0.91707,                0.57773,                0.71639,                0.39997,                    nan,                    nan,                    nan,             0.00072631,             0.00072631,             0.00072631
                     60,                 1.2718,                 1.2231,                 1.2039,                0.82264,                0.62531,                0.71166,                0.40475,                    nan,                    nan,                    nan,             0.00070981,             0.00070981,             0.00070981
                     61,                 1.3231,                 1.2217,                 1.2345,                0.82264,                0.62531,                0.71166,                0.40475,                    nan,                    nan,                    nan,             0.00069331,             0.00069331,             0.00069331
                     62,                  1.365,                 1.1884,                  1.245,                0.82283,                0.62337,                0.70437,                0.41034,                    nan,                    nan,                    nan,              0.0006768,              0.0006768,              0.0006768
                     63,                 1.4295,                 1.1727,                  1.235,                0.82404,                 0.6133,                 0.6888,                0.39708,                    nan,                    nan,                    nan,              0.0006603,              0.0006603,              0.0006603
                     64,                 1.4072,                 1.2007,                 1.2722,                0.79305,                0.61942,                0.67754,                0.38735,                    nan,                    nan,                    nan,              0.0006438,              0.0006438,              0.0006438
                     65,                 1.3014,                 1.1939,                 1.1704,                 0.8183,                0.61793,                0.68839,                0.38805,                    nan,                    nan,                    nan,             0.00062729,             0.00062729,             0.00062729
                     66,                 1.3417,                 1.1531,                 1.1935,                 0.8183,                0.61793,                0.68839,                0.38805,                    nan,                    nan,                    nan,             0.00061079,             0.00061079,             0.00061079
                     67,                 1.4497,                 1.2262,                 1.2135,                0.77507,                0.62781,                0.68763,                0.39076,                    nan,                    nan,                    nan,             0.00059429,             0.00059429,             0.00059429
                     68,                 1.3386,                 1.1704,                 1.2204,                 0.7931,                0.62264,                0.68267,                0.38831,                    nan,                    nan,                    nan,             0.00057778,             0.00057778,             0.00057778
                     69,                 1.4038,                 1.1779,                 1.2271,                0.83363,                 0.6133,                0.68181,                0.39122,                    nan,                    nan,                    nan,             0.00056128,             0.00056128,             0.00056128
                     70,                 1.3381,                 1.1731,                 1.2363,                0.85328,                0.61152,                0.69224,                0.40226,                    nan,                    nan,                    nan,             0.00054478,             0.00054478,             0.00054478
                     71,                 1.3079,                 1.1378,                 1.1989,                0.85328,                0.61152,                0.69224,                0.40226,                    nan,                    nan,                    nan,             0.00052827,             0.00052827,             0.00052827
                     72,                 1.3487,                 1.1333,                 1.2435,                0.79819,                0.63517,                0.70079,                0.41759,                    nan,                    nan,                    nan,             0.00051177,             0.00051177,             0.00051177
                     73,                 1.3855,                  1.204,                 1.2492,                0.83753,                0.62224,                0.70985,                0.43039,                    nan,                    nan,                    nan,             0.00049527,             0.00049527,             0.00049527
                     74,                 1.2853,                 1.0737,                  1.172,                0.82559,                 0.6383,                0.72029,                  0.424,                    nan,                    nan,                    nan,             0.00047876,             0.00047876,             0.00047876
                     75,                 1.2916,                 1.1223,                 1.1792,                0.85609,                0.63018,                0.73372,                0.43455,                    nan,                    nan,                    nan,             0.00046226,             0.00046226,             0.00046226
                     76,                 1.2938,                 1.0986,                 1.2162,                0.86422,                0.63517,                0.73444,                0.44849,                    nan,                    nan,                    nan,             0.00044576,             0.00044576,             0.00044576
                     77,                 1.2841,                 1.1149,                 1.2183,                0.86422,                0.63517,                0.73444,                0.44849,                    nan,                    nan,                    nan,             0.00042925,             0.00042925,             0.00042925
                     78,                 1.2964,                 1.0906,                 1.2076,                0.84036,                0.64955,                0.73012,                0.45439,                    nan,                    nan,                    nan,             0.00041275,             0.00041275,             0.00041275
                     79,                 1.3153,                 1.0592,                 1.1593,                0.82088,                0.65103,                0.73071,                0.45747,                    nan,                    nan,                    nan,             0.00039625,             0.00039625,             0.00039625
                     80,                 1.2706,                 1.0364,                 1.1457,                  0.842,                0.65736,                0.72354,                0.45195,                    nan,                    nan,                    nan,             0.00037974,             0.00037974,             0.00037974
                     81,                 1.2549,                 1.0494,                 1.1656,                0.83681,                0.65343,                0.71761,                0.44396,                    nan,                    nan,                    nan,             0.00036324,             0.00036324,             0.00036324
                     82,                  1.282,                 1.0431,                 1.1609,                0.83681,                0.65343,                0.71761,                0.44396,                    nan,                    nan,                    nan,             0.00034674,             0.00034674,             0.00034674
                     83,                 1.2604,                  1.063,                 1.1036,                0.83785,                0.64735,                0.71676,                0.44307,                    nan,                    nan,                    nan,             0.00033023,             0.00033023,             0.00033023
                     84,                 1.2817,                 1.0277,                 1.1502,                0.82661,                0.64471,                0.71868,                0.44767,                    nan,                    nan,                    nan,             0.00031373,             0.00031373,             0.00031373
                     85,                  1.196,                 1.0501,                   1.17,                0.89543,                0.60172,                0.71912,                0.45259,                    nan,                    nan,                    nan,             0.00029723,             0.00029723,             0.00029723
                     86,                 1.2105,                 1.0374,                 1.1487,                0.81104,                0.65394,                0.72214,                0.45421,                    nan,                    nan,                    nan,             0.00028072,             0.00028072,             0.00028072
                     87,                 1.2198,                 1.0335,                 1.1578,                0.81104,                0.65394,                0.72214,                0.45421,                    nan,                    nan,                    nan,             0.00026422,             0.00026422,             0.00026422
                     88,                 1.2283,                 1.0459,                 1.1542,                0.80808,                0.65392,                0.72697,                0.45926,                    nan,                    nan,                    nan,             0.00024772,             0.00024772,             0.00024772
                     89,                 1.2668,                 1.0129,                 1.1762,                0.87397,                0.61912,                0.72755,                0.45982,                    nan,                    nan,                    nan,             0.00023121,             0.00023121,             0.00023121
                     90,                 1.1714,                 1.0379,                 1.1238,                  0.909,                0.61324,                0.72717,                0.46199,                    nan,                    nan,                    nan,             0.00021471,             0.00021471,             0.00021471
                     91,                 1.2542,                 1.1472,                 1.1533,                0.90102,                0.61599,                0.72489,                0.45815,                    nan,                    nan,                    nan,             0.00019821,             0.00019821,             0.00019821
                     92,                  1.182,                 1.1752,                 1.1408,                0.90102,                0.61599,                0.72489,                0.45815,                    nan,                    nan,                    nan,              0.0001817,              0.0001817,              0.0001817
                     93,                  1.221,                 1.1133,                 1.1119,                0.89063,                 0.6169,                0.71272,                0.44624,                    nan,                    nan,                    nan,              0.0001652,              0.0001652,              0.0001652
                     94,                 1.1783,                 1.1793,                 1.1434,                0.91596,                0.61041,                0.71343,                0.43834,                    nan,                    nan,                    nan,              0.0001487,              0.0001487,              0.0001487
                     95,                 1.2514,                 1.1853,                 1.1661,                0.90435,                0.61599,                0.71154,                0.43883,                    nan,                    nan,                    nan,             0.00013219,             0.00013219,             0.00013219
                     96,                 1.2263,                 1.1474,                 1.1191,                0.90253,                0.61756,                0.71218,                0.43996,                    nan,                    nan,                    nan,             0.00011569,             0.00011569,             0.00011569
                     97,                 1.1972,                 1.0948,                 1.1435,                0.91022,                0.62089,                0.71772,                0.43755,                    nan,                    nan,                    nan,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                 1.1914,                   1.07,                  1.144,                0.91022,                0.62089,                0.71772,                0.43755,                    nan,                    nan,                    nan,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                 1.1845,                 1.0672,                 1.1094,                0.91619,                0.62478,                0.72084,                0.44557,                    nan,                    nan,                    nan,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                 1.1827,                 1.0828,                 1.1006,                0.91472,                0.62623,                0.72267,                0.44516,                    nan,                    nan,                    nan,             4.9677e-05,             4.9677e-05,             4.9677e-05
